notebook_execution_id,repository_run_id,repository_id,notebook_id,notebook_name,repository_url,execution_status,error_type,error_category,error_message,error_cell_index,error_count,failing_module,subtype,scope_status,exclusion_reason,split,created_at
8,7,14,27,Analysis/Similarity Processes/mesure_similarity.ipynb,https://github.com/mdjaffardjy/AnalyseDonneesNextflow,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'sklearn',5,1,sklearn,missing_package,usable,,dev,2026-02-16 00:30:23
10,7,14,29,Analysis/Distribution DSL1 DSL2/distribution.ipynb,https://github.com/mdjaffardjy/AnalyseDonneesNextflow,SUCCESS_WITH_ERRORS,ImportError,DEPENDENCY_ERROR,"matplotlib is required for plotting when the default backend ""matplotlib"" is selected.",13,5,matplotlib,missing_package,usable,,dev,2026-02-16 00:30:27
15,9,16,35,examples/gpax_viDKL_plasmons.ipynb,https://github.com/ziatdinovmax/gpax,SUCCESS_WITH_ERRORS,ImportError,DEPENDENCY_ERROR,libxcb.so.1: cannot open shared object file: No such file or directory,8,20,libxcb.so.1,system_library,excluded,"requires system library, outside pip-only scope",excluded,2026-02-16 01:21:49
17,9,16,37,examples/simpleGP.ipynb,https://github.com/ziatdinovmax/gpax,SUCCESS_WITH_ERRORS,ImportError,DEPENDENCY_ERROR,You need to install `seaborn` to be able to use this feature. It can be installed with `pip install seaborn`.,22,1,seaborn,missing_package,usable,,dev,2026-02-16 01:21:57
19,10,17,39,tutorials/downloading-openstreetmap.ipynb,https://github.com/ai4up/eubucco,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'pyrosm',0,2,pyrosm,missing_package,usable,,dev,2026-02-16 01:23:21
21,10,17,41,tutorials/downloading-parsing-osm.ipynb,https://github.com/ai4up/eubucco,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'pyrosm',1,22,pyrosm,missing_package,usable,,evaluation,2026-02-16 01:23:23
24,10,17,45,database/preprocessing/1-parsing/duplicate-removal/remove_duplicates_abruzzo.ipynb,https://github.com/ai4up/eubucco,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'ufo_map',0,19,ufo_map,missing_package,usable,,evaluation,2026-02-16 01:23:26
25,10,17,46,database/preprocessing/1-parsing/duplicate-removal/remove_duplicates_piemonte.ipynb,https://github.com/ai4up/eubucco,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'ufo_map',0,21,ufo_map,missing_package,usable,,evaluation,2026-02-16 01:23:27
26,12,22,53,examples/output-viz.ipynb,https://github.com/IGGoncalves/PhysiCOOL,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'physicool',1,3,physicool,missing_package,usable,,evaluation,2026-02-16 01:25:16
29,12,22,56,examples/third_party/third_party.ipynb,https://github.com/IGGoncalves/PhysiCOOL,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'physicool',1,2,physicool,missing_package,usable,,evaluation,2026-02-16 01:25:18
30,12,22,57,examples/motility/sweeper.ipynb,https://github.com/IGGoncalves/PhysiCOOL,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'physicool',2,3,physicool,missing_package,usable,,evaluation,2026-02-16 01:25:19
31,12,22,58,examples/motility/black_box.ipynb,https://github.com/IGGoncalves/PhysiCOOL,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'physicool',4,6,physicool,missing_package,usable,,evaluation,2026-02-16 01:25:20
32,12,22,59,docs/xml_update.ipynb,https://github.com/IGGoncalves/PhysiCOOL,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'physicool',1,5,physicool,missing_package,usable,,evaluation,2026-02-16 01:25:21
39,18,31,87,Monkeypox_08_15_22.ipynb,https://github.com/mahsan2/Monkeypox-dataset-2022,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'sklearn',1,13,sklearn,missing_package,usable,,evaluation,2026-02-16 01:45:13
43,22,35,98,examples/notebooks/ds003_sample_analysis.ipynb,https://github.com/poldracklab/fitlins,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'pkg_resources',23,5,pkg_resources,missing_package,usable,,dev,2026-02-16 01:53:44
45,24,37,100,rotation_analysis/MSE_vs_adjacency_dist.ipynb,https://github.com/csabaiBio/RBD-AlphaFold2-structures-and-phenotypic-information,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'prody',0,3,prody,missing_package,usable,,dev,2026-02-16 01:58:12
49,24,37,104,interface_exploration/interface_importance.ipynb,https://github.com/csabaiBio/RBD-AlphaFold2-structures-and-phenotypic-information,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'sklearn',0,3,sklearn,missing_package,usable,,dev,2026-02-16 01:58:16
50,24,37,105,SARS-CoV-2-RBD_DMS_Omicron/count_variants.ipynb,https://github.com/csabaiBio/RBD-AlphaFold2-structures-and-phenotypic-information,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'dms_variants',2,21,dms_variants,missing_package,usable,,dev,2026-02-16 01:58:17
52,24,37,107,SARS-CoV-2-RBD_DMS_Omicron/process_ccs_Wuhan_Hu_1.ipynb,https://github.com/csabaiBio/RBD-AlphaFold2-structures-and-phenotypic-information,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'dms_variants',6,54,dms_variants,missing_package,usable,,evaluation,2026-02-16 01:58:19
54,24,37,109,SARS-CoV-2-RBD_DMS_Omicron/process_ccs_BA1.ipynb,https://github.com/csabaiBio/RBD-AlphaFold2-structures-and-phenotypic-information,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'dms_variants',6,54,dms_variants,missing_package,usable,,evaluation,2026-02-16 01:58:21
55,24,37,110,SARS-CoV-2-RBD_DMS_Omicron/process_ccs_BA2.ipynb,https://github.com/csabaiBio/RBD-AlphaFold2-structures-and-phenotypic-information,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'dms_variants',6,54,dms_variants,missing_package,usable,,evaluation,2026-02-16 01:58:22
60,24,37,115,projections/TSNE_all_vars_structs.ipynb,https://github.com/csabaiBio/RBD-AlphaFold2-structures-and-phenotypic-information,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'MulticoreTSNE',0,5,MulticoreTSNE,missing_package,usable,,dev,2026-02-16 01:58:26
61,24,37,116,projections/UMAP_all_vars_structs.ipynb,https://github.com/csabaiBio/RBD-AlphaFold2-structures-and-phenotypic-information,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'umap',0,6,umap,missing_package,usable,,dev,2026-02-16 01:58:27
62,24,37,117,disorder_analysis/iupred_notebook-Analyses_mod.ipynb,https://github.com/csabaiBio/RBD-AlphaFold2-structures-and-phenotypic-information,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'sklearn',2,30,sklearn,missing_package,usable,,evaluation,2026-02-16 01:58:28
64,24,37,119,CNN_training/generate_adj_files.ipynb,https://github.com/csabaiBio/RBD-AlphaFold2-structures-and-phenotypic-information,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'prody',0,3,prody,missing_package,usable,,evaluation,2026-02-16 01:58:30
65,24,37,120,CNN_training/5_fold_split.ipynb,https://github.com/csabaiBio/RBD-AlphaFold2-structures-and-phenotypic-information,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'sklearn',0,2,sklearn,missing_package,usable,,evaluation,2026-02-16 01:58:31
66,24,37,121,antibody_escape/antibody_escape_vs_structuraldistortion.ipynb,https://github.com/csabaiBio/RBD-AlphaFold2-structures-and-phenotypic-information,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'bindingcalculator',0,7,bindingcalculator,missing_package,usable,,evaluation,2026-02-16 01:58:32
67,24,37,122,data_usage_scripts/all_mut_dist_maps.ipynb,https://github.com/csabaiBio/RBD-AlphaFold2-structures-and-phenotypic-information,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'bindingcalculator',0,2,bindingcalculator,missing_package,usable,,evaluation,2026-02-16 01:58:33
68,24,37,123,data_usage_scripts/aa_changes_vs_RMSD.ipynb,https://github.com/csabaiBio/RBD-AlphaFold2-structures-and-phenotypic-information,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'bindingcalculator',0,5,bindingcalculator,missing_package,usable,,evaluation,2026-02-16 01:58:34
69,24,37,124,data_usage_scripts/mutation_distortion_maps.ipynb,https://github.com/csabaiBio/RBD-AlphaFold2-structures-and-phenotypic-information,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'bindingcalculator',0,9,bindingcalculator,missing_package,usable,,evaluation,2026-02-16 01:58:35
72,28,41,151,ImageD11/nbGui/plot3d.ipynb,https://github.com/FABLE-3DXRD/ImageD11,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'plot3d',0,2,plot3d,missing_package,usable,,evaluation,2026-02-16 02:12:01
79,29,42,158,main.ipynb,https://github.com/hechaohong/nucleu_areas,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'cv2',0,5,cv2,missing_package,usable,,evaluation,2026-02-16 02:12:26
80,31,49,162,samples/demo.ipynb,https://github.com/matterport/Mask_RCNN,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'keras.engine',1,4,keras,missing_package,usable,,evaluation,2026-02-16 02:18:46
81,31,49,163,samples/shapes/train_shapes.ipynb,https://github.com/matterport/Mask_RCNN,SUCCESS_WITH_ERRORS,ImportError,DEPENDENCY_ERROR,libxcb.so.1: cannot open shared object file: No such file or directory,1,13,libxcb.so.1,system_library,excluded,"requires system library, outside pip-only scope",excluded,2026-02-16 02:18:47
82,31,49,164,samples/balloon/inspect_balloon_model.ipynb,https://github.com/matterport/Mask_RCNN,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'keras.engine',1,32,keras,missing_package,usable,,evaluation,2026-02-16 02:18:48
83,31,49,165,samples/balloon/inspect_balloon_data.ipynb,https://github.com/matterport/Mask_RCNN,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'keras.engine',1,20,keras,missing_package,usable,,evaluation,2026-02-16 02:18:49
84,31,49,166,samples/nucleus/inspect_nucleus_data.ipynb,https://github.com/matterport/Mask_RCNN,SUCCESS_WITH_ERRORS,ImportError,DEPENDENCY_ERROR,libxcb.so.1: cannot open shared object file: No such file or directory,1,28,libxcb.so.1,system_library,excluded,"requires system library, outside pip-only scope",excluded,2026-02-16 02:18:50
85,31,49,167,samples/nucleus/inspect_nucleus_model.ipynb,https://github.com/matterport/Mask_RCNN,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'keras.engine',1,30,keras,missing_package,usable,,evaluation,2026-02-16 02:18:51
86,31,49,168,samples/coco/inspect_model.ipynb,https://github.com/matterport/Mask_RCNN,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'keras.engine',1,36,keras,missing_package,usable,,evaluation,2026-02-16 02:18:52
87,31,49,169,samples/coco/inspect_weights.ipynb,https://github.com/matterport/Mask_RCNN,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'keras.engine',1,5,keras,missing_package,usable,,evaluation,2026-02-16 02:18:53
88,31,49,170,samples/coco/inspect_data.ipynb,https://github.com/matterport/Mask_RCNN,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'keras.engine',1,20,keras,missing_package,usable,,evaluation,2026-02-16 02:18:54
92,33,52,174,PD_LRRK2_hackathon.ipynb,https://github.com/ipdgc/GP2-post-GWAS-analysis,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'firecloud',2,26,firecloud,missing_package,usable,,evaluation,2026-02-16 02:20:18
94,38,59,216,mpnn/examples/proteinmpnn_in_jax.ipynb,https://github.com/sokrypton/ColabDesign,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'google',2,7,google,missing_package,usable,,evaluation,2026-02-16 02:32:10
99,38,59,221,af/examples/peptide_binder_design.ipynb,https://github.com/sokrypton/ColabDesign,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'google',2,7,google,missing_package,usable,,evaluation,2026-02-16 02:32:15
106,38,59,228,af/examples/use_esm_1b_bias.ipynb,https://github.com/sokrypton/ColabDesign,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'google',2,12,google,missing_package,usable,,evaluation,2026-02-16 02:32:22
112,39,60,234,testcode/example.ipynb,https://github.com/maayanlab/prismexp,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'prismx',3,2,prismx,missing_package,usable,,evaluation,2026-02-16 07:03:46
113,41,65,236,QY_PRED.ipynb,https://github.com/VladislavNexby/ML,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'sklearn',2,17,sklearn,missing_package,usable,,evaluation,2026-02-16 07:04:39
114,43,69,241,results_for_manuscript.ipynb,https://github.com/fcphysics/CriticalityHeteroBNets,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'sklearn',2,21,sklearn,missing_package,usable,,evaluation,2026-02-16 07:05:50
115,44,70,242,tutorials/Control - Thaliana.ipynb,https://github.com/rionbr/CANA,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'cana',2,8,cana,missing_package,usable,,evaluation,2026-02-16 07:07:27
116,44,70,243,tutorials/Control - State Transition Graph.ipynb,https://github.com/rionbr/CANA,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'cana',3,4,cana,missing_package,usable,,evaluation,2026-02-16 07:07:28
117,44,70,244,tutorials/Dynamics Canalization Map - Breast Cancer.ipynb,https://github.com/rionbr/CANA,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'cana',2,4,cana,missing_package,usable,,evaluation,2026-02-16 07:07:28
118,44,70,245,tutorials/Canalization - BioModels - Look Up Table.ipynb,https://github.com/rionbr/CANA,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'cana',3,3,cana,missing_package,usable,,evaluation,2026-02-16 07:07:29
119,44,70,246,tutorials/Canalization - Marques-Pita.ipynb,https://github.com/rionbr/CANA,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'cana',3,9,cana,missing_package,usable,,evaluation,2026-02-16 07:07:30
120,44,70,247,tutorials/Control - BioModels - Driver Variables.ipynb,https://github.com/rionbr/CANA,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'cana',1,10,cana,missing_package,usable,,evaluation,2026-02-16 07:07:31
121,44,70,248,tutorials/Canalization - BioModels.ipynb,https://github.com/rionbr/CANA,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'cana',2,10,cana,missing_package,usable,,evaluation,2026-02-16 07:07:32
122,44,70,249,tutorials/PNAS 2021 - Arabidopsis thaliana.ipynb,https://github.com/rionbr/CANA,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'cana',1,13,cana,missing_package,usable,,evaluation,2026-02-16 07:07:33
123,44,70,250,tutorials/PNAS 2021 - ER+ Breast Cancer.ipynb,https://github.com/rionbr/CANA,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'cana',1,16,cana,missing_package,usable,,evaluation,2026-02-16 07:07:34
124,44,70,251,tutorials/Dynamics Canalization Map.ipynb,https://github.com/rionbr/CANA,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'cana',2,4,cana,missing_package,usable,,evaluation,2026-02-16 07:07:35
125,44,70,252,tutorials/Canalization - Node Schematas.ipynb,https://github.com/rionbr/CANA,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'cana',2,8,cana,missing_package,usable,,evaluation,2026-02-16 07:07:36
126,44,70,253,tutorials/Canalization - BioModels - Schematas.ipynb,https://github.com/rionbr/CANA,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'cana',3,3,cana,missing_package,usable,,evaluation,2026-02-16 07:07:37
127,48,77,319,docs/quickstart.ipynb,https://github.com/zkbt/chromatic,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'pkg_resources',1,17,pkg_resources,missing_package,usable,,evaluation,2026-02-16 07:20:18
128,48,77,320,docs/designing.ipynb,https://github.com/zkbt/chromatic,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'pkg_resources',1,7,pkg_resources,missing_package,usable,,evaluation,2026-02-16 07:20:19
129,48,77,321,docs/basics.ipynb,https://github.com/zkbt/chromatic,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'pkg_resources',1,15,pkg_resources,missing_package,usable,,evaluation,2026-02-16 07:20:20
130,48,77,322,docs/io.ipynb,https://github.com/zkbt/chromatic,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'pkg_resources',1,25,pkg_resources,missing_package,usable,,evaluation,2026-02-16 07:20:21
133,48,77,325,docs/creating.ipynb,https://github.com/zkbt/chromatic,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'pkg_resources',1,30,pkg_resources,missing_package,usable,,evaluation,2026-02-16 07:20:23
134,48,77,326,docs/example-timeseries-spectra.ipynb,https://github.com/zkbt/chromatic,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'pkg_resources',5,22,pkg_resources,missing_package,usable,,evaluation,2026-02-16 07:20:24
135,48,77,327,docs/models.ipynb,https://github.com/zkbt/chromatic,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'pkg_resources',1,13,pkg_resources,missing_package,usable,,evaluation,2026-02-16 07:20:25
136,48,77,328,docs/actions.ipynb,https://github.com/zkbt/chromatic,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'pkg_resources',2,44,pkg_resources,missing_package,usable,,evaluation,2026-02-16 07:20:26
137,48,77,329,docs/visualizing.ipynb,https://github.com/zkbt/chromatic,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'pkg_resources',1,21,pkg_resources,missing_package,usable,,evaluation,2026-02-16 07:20:27
138,48,77,330,docs/installation.ipynb,https://github.com/zkbt/chromatic,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'pkg_resources',1,1,pkg_resources,missing_package,usable,,evaluation,2026-02-16 07:20:28
139,48,77,331,docs/tools/spectra.ipynb,https://github.com/zkbt/chromatic,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'pkg_resources',2,13,pkg_resources,missing_package,usable,,evaluation,2026-02-16 07:20:29
140,48,77,332,docs/tools/colormaps.ipynb,https://github.com/zkbt/chromatic,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'pkg_resources',1,6,pkg_resources,missing_package,usable,,evaluation,2026-02-16 07:20:30
141,48,77,333,docs/tools/binning.ipynb,https://github.com/zkbt/chromatic,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'pkg_resources',1,12,pkg_resources,missing_package,usable,,evaluation,2026-02-16 07:20:31
143,50,79,374,datasets/modirisk-occurrences/Manuscript_Files/misc/workfiles/CuliBelGeo.ipynb,https://github.com/BelgianBiodiversityPlatform/data-publication-ITG,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'bokeh.tile_providers',0,14,bokeh,missing_package,usable,,evaluation,2026-02-16 07:22:08
